"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"BRN",2002,474.50766387612579182,349791.465127589314551
"BTN",2002,119.90976744171443086,75244.468774400236287
"CAF",2002,7005.03947054714375795,4552268.874296984758865
"CHN",2002,1823.23890451561160310,1012502.510500529430866
"CIV",2002,24185.72165802195073776,10327189.198967108262941
"CMR",2002,10611.60059379508102215,6687743.926716299195859
"COD",2002,168992.51698050741310242,112994355.258367995337367
"COG",2002,9973.61496922038092869,6283178.508006572359944
"COL",2002,63301.81043695722809318,38871813.637747263710190
"CRI",2002,751.78168855979063994,430865.669423232756440
"CUB",2002,2957.85876791073893299,595674.9700643835138719
"CYM",2002,0.79971454204752609,208.800901320927128
"DMA",2002,2.00395406994520411,1082.097001985065556
"DOM",2002,451.23647892730824633,186087.233234522958096
"ECU",2002,5692.96059073931799437,4107971.529558294768518
"ETH",2002,1569.22357377258530863,982453.038899849712947
"FJI",2002,19.39814813145399287,10565.29969890869761
"GAB",2002,7001.76982417397455809,4368158.104070040097892
"GHA",2002,4438.27418709824126192,2001742.386811340561315
"GIN",2002,1100.62610566678986753,490814.429987763637897
"GLP",2002,2.73602774757866774,1554.994996002426155
"GNB",2002,137.31916150636391592,36384.4295137064327774
"GNQ",2002,1137.85942385557385294,716132.626843639940023
"GTM",2002,16082.24802033193279933,7997014.319133786780466
"GUF",2002,1628.44411660680054627,1294804.770986396886799
"GUY",2002,2824.67050435949463073,1947488.520942741015010
"HND",2002,7343.57958145660815668,4003886.725302863078017
"HTI",2002,17.43798238860460268,9750.720606215092933
"IDN",2002,271745.45197759688247662,267522209.4619831323683625
"IND",2002,11717.80559294747012495,6338025.795628777367354
"JAM",2002,280.45324809620549203,150991.704041482615891
"KEN",2002,2973.73250469192151990,1698109.992794931283185
"KHM",2002,18576.43012861297102367,10174299.921815515251219
"KNA",2002,3.01565209211914076,1520.809975541835104
"LAO",2002,13700.20875819630356158,7753511.7831106717570258
"LBR",2002,7330.37841642544940434,3629884.925631674895458
"LCA",2002,1.56965677697048615,894.90069786935785
"LKA",2002,524.16033899299318843,198850.195541277275173
"MAF",2002,2.9291831281445325,1086.5620620384431
"MDG",2002,27044.85135033702013695,14556464.562105957586166
"MEX",2002,14328.51109298688966544,6227025.7787260716213645
"MMR",2002,12938.64357354007336045,7432966.117343063926980
"MOZ",2002,143.56074946575957199,64282.624147834637802
"MSR",2002,0.73769428026258686,415.40821894105934
"MTQ",2002,2.7554438720713978,1581.60415377403392
"MWI",2002,2.34375248692599820,1055.696335672058052
"MYS",2002,61819.66651296582200144,49967205.7190558516456045
"NGA",2002,6131.77328692166614698,2319773.653170899136083
"NIC",2002,5754.75677298882173951,3283655.5760646296745185
"NPL",2002,169.53432575406251134,106085.366473566748585
"PAN",2002,1888.88105030040204762,1142021.6828355344688294
"PER",2002,46059.43163834453781102,30347986.1674823687507780
"PHL",2002,3498.91743197298801245,2260667.402613199412194
"PLW",2002,26.70128954037028127,21918.341931211807385
"PNG",2002,23529.78773425075935930,19747050.270664272726275
"PRI",2002,39.40240780962239676,20822.888309955781693
"PRY",2002,50508.57057817929597359,18025562.059768942601300
"RWA",2002,4.53482884819837797,2705.24320722375981
"SEN",2002,0.22541461602593318,55.837761282768902
"SGP",2002,0.07691609050923666,34.6657120591675
"SLB",2002,2128.64420242941970104,1702421.040791448829354
"SLE",2002,250.36236488640629237,108734.489906815476661
"SLV",2002,52.86365358356987355,34353.720789797471014
"SSD",2002,54.32513209019354005,33616.80143761281673
"SUR",2002,1931.78854082989496211,1536331.300097932445512
"SXM",2002,0.14647448469184027,40.537798363965294
"TGO",2002,2.4444999968221028,678.93400960052537
"THA",2002,3856.29008493020331249,2267086.345358132622283
"TTO",2002,73.19418375282172024,40658.778536798289806
"TWN",2002,120.65240410738278705,62059.298783172430442
"TZA",2002,843.40135033792793046,451831.544694870382572
"UGA",2002,667.81053529794011243,368274.123564959329579
"UMI",2002,4.31264620745659683,0.0
"USA",2002,12.71152890239800369,5197.980224834510638
"VCT",2002,0.07495259433865017,45.11115032045387
"VEN",2002,11322.79990641845154004,6379002.249528991990981
"VGB",2002,0.95006064361545153,421.48300699456402
"VNM",2002,11029.97110072046656184,6155983.9300680696528973
"VUT",2002,18.71587643949110478,11100.80738661091388
"ZAF",2002,350.00246313548533082,171145.985489253523019
"ZMB",2002,62.40147400261554086,31852.940917335101984
"ZWE",2002,14.46358335918511724,7616.760469837497427
"AGO",2003,2963.52306202601840402,1717112.928351428337118
"ARG",2003,14448.23558300676083184,5354852.084903345028105
"AUS",2003,0.60726459230577263,325.428195531431053
"BDI",2003,51.55890953198690884,30133.250559815917736
"BES",2003,7.12073436079210332,0.0
"BGD",2003,266.91833755532952477,153176.707274695908545
"BHS",2003,0.21168965406250001,15.129107059346465
"BLZ",2003,2997.82442094787487343,1431939.277821427900753
"BOL",2003,77166.55542595489433745,41096623.6584412125681865
"BRA",2003,1570575.59144273259785851,925593303.106307178049676
"BRN",2003,379.43454884667148508,272560.855473106897378
"BTN",2003,84.66540713421441363,50538.496468042313623
"CAF",2003,3025.74294312088232359,2086736.209320662139634
"CHN",2003,1590.32110832534535800,874921.623173748582887
"CIV",2003,16572.56237523720635048,6925765.224301714232039
"CMR",2003,9967.20681077520597991,6362966.433373234831811
"COD",2003,78138.09807912372093750,52947306.602818343362956
"COG",2003,9875.14234463696560462,5941713.756394035662800
"COL",2003,32049.99556214045704313,19526936.1408280295276235
"CRI",2003,591.06263445882703917,341480.996558343898111
"CUB",2003,201.58485332779294460,170920.8344095230551060
"DMA",2003,9.72457471528754306,5807.268001179967574
"DOM",2003,460.63568804336692603,198390.410195740505100
"ECU",2003,3378.98512882849709586,2418926.927774862560607
"ETH",2003,2542.49198463388645929,1602480.336040529922634
"FJI",2003,53.21087267159289723,29849.305325550212045
"GAB",2003,10674.32098277131945544,6685084.716303847406378
"GHA",2003,1875.10467343907542981,841049.100573529532827
"GIN",2003,287.43739984522357973,136730.174698069031404
"GLP",2003,3.84483877007270022,2090.35205957697966
"GNB",2003,14.26996006293782673,4138.190480232338335
"GNQ",2003,960.26353044210965084,610010.701788642464623
"GTM",2003,24304.71989073529506090,10920580.296658622639260
"GUF",2003,1267.39961934566615275,990478.265429438734751
"GUY",2003,4216.48343853770603421,2834665.060669161135526
"HND",2003,8855.60342249312275505,4831012.902375630726055
"HTI",2003,14.33538363853841071,6543.957220656579068
"IDN",2003,248435.59290556867481548,250372826.563661449151410
"IND",2003,10845.98158260001635249,5771623.272614151445539
"JAM",2003,152.36760226338324648,84770.119435105950370
"KEN",2003,1568.12530771648125155,968157.173031483293185
"KHM",2003,24054.02849239799288430,12884406.7804955915774515
"KNA",2003,5.00276932273871353,2140.699421355285385
"LAO",2003,20470.79879418617638698,11666665.223506813764386
"LBR",2003,4820.83807672931976809,2400098.232685161894750
"LCA",2003,1.86830529101182747,1092.543865175624706
"LKA",2003,991.42360557822722767,363950.760140952517073
"MAF",2003,2.41663369414171091,1004.45938903614376
"MDG",2003,15332.51362203851510937,8322501.927005258075749
"MDV",2003,0.68886633312554261,33.09228795597424
"MEX",2003,17924.50715487920151445,7855195.2704928380310216
"MMR",2003,13768.18041280557375683,8182242.718828404840141
"MOZ",2003,91.65641669239585076,40631.365223400890894
"MSR",2003,0.36880606970920143,212.01794576666997
"MTQ",2003,6.70269943120008750,3418.049983472766969
"MWI",2003,9.66250781551269848,5129.55434532433067
"MYS",2003,60415.79557518489553655,52315786.722281365050516
"NGA",2003,1830.25095880257569125,670538.245067952438231
"NIC",2003,5123.65370342392608473,2918418.232430883003259
"NPL",2003,284.62969253626531592,176514.691918226117845
"PAN",2003,1574.85954755153342440,945070.629698773168814
"PER",2003,43732.98104357450079458,28757133.049802060840419
"PHL",2003,4274.66199019576690400,2679623.8196362945915404
"PLW",2003,3.35690815748155389,2606.896790526828616
"PNG",2003,15365.85033484095932744,13158659.412127983659124
"PRI",2003,83.34167228755534196,46000.88088074483291
"PRY",2003,74443.58741546436668835,24802016.508836694064540
"RWA",2003,28.97537139098889834,17410.32699349993459
"SEN",2003,0.22544722504069012,51.0489366743567785
"SLB",2003,1276.21785922356582142,1009721.849620743984870
"SLE",2003,176.19085482142195624,84773.041635012897419
"SLV",2003,9.58335945795844369,5463.242781054994331
"SSD",2003,48.34699545159858027,28566.79428299636031
"SUR",2003,2243.05149487732563495,1707442.171168168770745
"SXM",2003,0.14648413868489582,43.125445859167506
"TCA",2003,1.78853346906141501,322.869294842770069
"TGO",2003,1.52774851750976573,450.719290613784887
"THA",2003,4246.34985604942297743,2491443.599825177115092
"TTO",2003,50.11670488185004988,27671.776947184761708
"TWN",2003,65.20640405950304794,37882.117094235846551
"TZA",2003,726.59339496534266115,368399.939926961941591
"UGA",2003,1521.07150665512097591,894714.055700492629918
"USA",2003,8.93056397267795139,3485.291431290909318
"VCT",2003,0.5246463214973959,231.22253060721312
"VEN",2003,20775.27839954105383387,11992695.299900958340820
"VGB",2003,0.43850035617296010,183.93866623568757
"VIR",2003,0.80434847817491329,387.257894887948243
"VNM",2003,9522.16101117388443024,5293671.018908622936919
"VUT",2003,329.79501748273412763,187403.445054873625957
"ZAF",2003,326.88136395899295141,177743.215497024523069
"ZMB",2003,133.07355664063642715,63022.786111073477965
"ZWE",2003,8.62014817716145907,4784.15331312132123
"AGO",2004,2354.97632785250040901,1344314.252962046402610
"ARG",2004,28083.66111524192141741,10499347.402435462488301
"AUS",2004,0.45553511205512156,264.945812685200018
"BDI",2004,2.7658422863812936,1619.7296963208232
"BES",2004,0.07346776039062501,26.48473974476601
"BGD",2004,347.56188045675449795,182040.349287026806304
"BHS",2004,4.51156650117946999,994.900435583506209
"BLZ",2004,2102.79123128960137534,948434.4701323620651105
"BOL",2004,96610.91727166822902608,51079218.531391247658667
"BRA",2004,2016477.15875671485902531,1236505571.016706662110610
"BRN",2004,584.78237855187317764,410223.611150479313710
"BTN",2004,337.17192356522133854,211624.240860173002115
"CAF",2004,4096.37874875210468113,2692980.691431610552597
"CHN",2004,3421.80220966676953534,1891864.024931689531730
"CIV",2004,11228.83703381539898126,4784636.269847917903750
"CMR",2004,9049.34523566601374522,5614156.744179619034008
"COD",2004,123521.15989301252605638,82256292.113047251155798
"COG",2004,4995.59894056907066715,2976010.842047067166688
"COL",2004,81694.74883572603560846,49714093.652255192448329
"CRI",2004,602.67116701308056590,356980.058821860877001
"CUB",2004,651.64005252844226640,239630.4891776211537039
"CYM",2004,2.10855836277994822,571.559920795962219
"DMA",2004,22.12330750501248115,13088.96568187326731
"DOM",2004,1065.76078972556222159,473381.454995256919752
"ECU",2004,5436.24717555499140856,3726388.305309680732407
"ETH",2004,2729.93030395608177817,1564813.973990366195253
"FJI",2004,231.14562265322566404,132152.805768391840487
"GAB",2004,5698.65092538940043756,3584354.975104126840128
"GHA",2004,1582.79655230024673038,720423.912570436313560
"GIN",2004,552.59577399403071177,253021.034762828655981
"GLP",2004,8.58169741017252608,4790.437955052992368
"GNB",2004,75.94738958341146361,22879.681700418605716
"GNQ",2004,210.82551511441547538,128174.768659576098705
"GTM",2004,17270.27776683078631098,8304401.3661024937014444
"GUF",2004,3268.53743244852122971,2557836.766465182373524
"GUY",2004,2630.27736302563697576,1812506.176316068239478
"HND",2004,7114.62616364494444685,3872314.012835000549556
"HTI",2004,52.92761232347118817,28229.8531069081116884
"IDN",2004,479153.27683458057459269,499594429.674020713734409
"IND",2004,19166.08647637296217183,10422062.835577545673071
"JAM",2004,979.76680863567921149,522306.524983533960224
"KEN",2004,2973.69219999076689048,1698350.169928938467823
"KHM",2004,44062.85744514958223015,24488215.063091794185899
"KNA",2004,4.19277861505642426,2214.359545091148360
"LAO",2004,17946.90051033895172510,10213281.174352671619909
"LBR",2004,1782.41996293179224556,884585.319541975975095
"LCA",2004,6.95181299321180627,3716.959338509057193
"LKA",2004,466.73718752559106647,180405.632437793572966
"MAF",2004,0.87876646094509547,399.94406041375435
"MDG",2004,20283.01778544939125460,11050717.459776398645889
"MDV",2004,0.68833650734429257,107.07975812254034
"MEX",2004,18119.27919531098240439,8146119.3329772278197307
"MMR",2004,23286.00527314927157086,13584776.094923783451178
"MOZ",2004,184.78721596536627444,78895.896516278456999
"MSR",2004,3.46630194419921867,1949.944394821151275
"MTQ",2004,13.40168519382215729,7390.33103580912119
"MWI",2004,6.20259859858507123,2983.55409303740723
"MYS",2004,113421.74637249845104104,98231922.957304622334658
"NGA",2004,3055.25118745551703212,1105828.888404653021981
"NIC",2004,3182.50392480362526664,1817611.378580594493162
"NPL",2004,174.51839004270398547,98865.642484497450286
"PAN",2004,2478.12498515935571124,1509241.648607163863660
"PER",2004,62035.26670918307482616,40732044.565156209392393
"PHL",2004,7078.36582833973319019,4539921.2392603357360255
"PLW",2004,7.01906228942735564,5925.717437125774515
"PNG",2004,25102.87714829860707540,21153693.673586823962267
"PRI",2004,58.93001494174695982,32568.80491999299077
"PRY",2004,65084.53105674673569091,24754232.888970204263043
"RWA",2004,6.99410998955179902,4494.15058915764415
"SEN",2004,0.07511126604112413,35.197334144650298
"SLB",2004,2200.65792477184399872,1772139.685456258707456
"SLE",2004,234.56253496750656473,105287.852263421174264
"SLV",2004,77.72682384445748157,49592.496606661521915
"SSD",2004,80.87638343438668020,48077.72696374705483
"SUR",2004,2814.20873408792798669,2196350.705022661730822
"SXM",2004,0.2929473428710938,97.38041443189772
"TCA",2004,2.28795229555121555,424.22531053210611
"TGO",2004,0.07638703037814672,20.36400416188947
"THA",2004,8034.23267828991567185,4691231.082209699241833
"TTO",2004,152.30712593606495398,82501.267536615698154
"TWN",2004,387.56926088565651585,233921.676882132977305
"TZA",2004,724.48183562752975782,343166.012161030469803
"UGA",2004,1587.09893249973019216,935973.282658550567164
"USA",2004,31.69462981866319232,12482.506055566237880
"VCT",2004,2.09862552305501336,1171.76285737365296
"VEN",2004,15923.98275154673973528,8942311.172347396380773
"VGB",2004,0.95005181121961827,394.45521522425825
"VIR",2004,6.5811902182997019,2715.07862050280610
"VNM",2004,21113.33595742880642240,12090029.822530353995003
"VUT",2004,110.19350775493923961,64361.88802288508530
"ZAF",2004,430.21307533398869725,223117.683976189149160
"ZMB",2004,431.90642735045288092,204406.857309161595110
"ZWE",2004,20.61857423467448481,11566.312603971450564
"AGO",2005,3110.38522961697043121,1769582.624980373468457
"ARG",2005,31423.82096787353764837,11768158.494655313741879
"AUS",2005,0.60746448859971789,263.125568722504287
"BDI",2005,15.44141162908989936,8657.10658710694914
"BEN",2005,0.22906319317626955,73.349150211969592
"BGD",2005,306.00679136436513712,170466.815152163218961
"BHS",2005,2.83232223570421005,297.234308587482134
"BLZ",2005,3208.31447683905433481,1536728.178319952427695
"BOL",2005,137830.80030634309457998,74194717.193053220269697
"BRA",2005,1824425.46707177695876015,1166672024.241941170749533
"BRN",2005,602.98764716093924926,418531.918416266588281
"BTN",2005,315.95689397594183629,204092.280717142328589
"CAF",2005,5466.01443146988841239,3535019.598971818057480
"CHN",2005,3075.79346414711160105,1740164.876852777195045
"CIV",2005,6007.01465691412672828,2391977.233162176829278
"CMR",2005,11078.70254526284907360,6941938.178125511585293
"COD",2005,149894.20684274749998847,100229808.244801656707370
"COG",2005,8608.22605276291550789,5261247.805505336059158
"COL",2005,58906.21358729818245132,36280942.537426262843412
"CRI",2005,868.43470178450098986,494979.935903825981573
"CUB",2005,1023.73535993041397062,375782.2513140089050386
"CYM",2005,2.47158031576931455,1235.280537491914383
"DMA",2005,13.28584508893500358,7888.95745030238004
"DOM",2005,4977.01761852262109560,1917863.593079241299597
"ECU",2005,6205.42335129545374390,4510395.976203868203172
"ETH",2005,2302.29218866907909326,1256368.933802209439330
"FJI",2005,153.43655265883788878,85715.385248684268839
"GAB",2005,10815.80176693033141877,6788069.389631511448825
"GHA",2005,3405.59775992663123961,1546059.935244643505086
"GIN",2005,270.57807526315327315,119999.259563048705283
"GLP",2005,6.80624069312120225,3724.91319764371654
"GNB",2005,76.26342669537001347,19092.399040139607456
"GNQ",2005,900.48385636522845324,558062.360333277972266
"GTM",2005,33387.58261004799175862,15551786.077740072674962
"GUF",2005,2028.10358142908572937,1580860.420070645953403
"GUY",2005,3578.78143089188453143,2484097.622594274416436
"HND",2005,14157.54386369211592116,7881699.364590854566546
"HTI",2005,36.60767439726454977,17461.89066277626741
"IDN",2005,478405.81261249939648356,504972385.069074938144036
"IND",2005,15147.70267644973845200,8222186.059064518887785
"JAM",2005,3164.15957272311954222,1748170.939054851304340
"KEN",2005,1703.29024011286682902,985646.611981420193308
"KHM",2005,35968.71377469608793405,20384459.7917430844080305
"KNA",2005,4.5613920746712240,2376.21094733788436
"LAO",2005,21601.35743266084362310,12413891.518354851830259
"LBR",2005,2168.34263400478635139,1042303.108663421011631
"LCA",2005,5.53132415788248729,3338.27875313657247
"LKA",2005,546.64128911216349861,214315.131346079379916
"MAF",2005,1.09847702773763056,408.13934804624473
"MDG",2005,22517.44351831580976363,12096518.399688427434146
"MDV",2005,0.30594948389729822,0.0
"MEX",2005,23057.64644904138617284,10352846.8955253931517356
"MMR",2005,23420.62314724467558683,14025453.3141867912314526
"MOZ",2005,278.99545067974334710,132697.6511215071969655
"MSR",2005,9.51580423075195598,5868.82006327841199
"MTQ",2005,7.37111373267740904,4216.32294633067080
"MWI",2005,5.79141377649793820,2945.63157903774380
"MYS",2005,114495.83696582514390828,100202129.602246984595874
"NGA",2005,1922.27534910070222404,762957.221343928340490
"NIC",2005,11309.70908906977477855,6545494.182533275004638
"NPL",2005,234.56905637469078255,146031.121590024199941
"PAN",2005,2336.46963540570873899,1439031.280699722191082
"PER",2005,97398.75877497535465777,64006267.198580669595322
"PHL",2005,6332.62346172321209732,3986086.790426284122798
"PLW",2005,15.64008217338568854,12958.978461471459536
"PNG",2005,16365.19274141338911392,13515186.743343833807392
"PRI",2005,54.17298763534722209,29399.969791317039778
"PRY",2005,57704.73117824593900264,21153673.728177987281752
"RWA",2005,14.29623145022393707,9456.888358620966036
"SEN",2005,0.07511642530707466,43.206097581435846
"SLB",2005,3842.55981728837003635,3067887.548036647194742
"SLE",2005,166.69141944233752346,80240.860621472621365
"SLV",2005,31.28639773261881766,18434.062689510413430
"SSD",2005,46.26448746654447013,26536.75974347713688
"SUR",2005,1808.21629178068378823,1378104.441792816517148
"SXM",2005,0.43941928602213543,168.301597402920407
"TCA",2005,5.07724221241645105,887.987977104068486
"TGO",2005,1.6041379882302517,420.729040014143998
"THA",2005,10678.21794811388253263,6340480.189744494060000
"TTO",2005,94.22882641943626332,52791.07644572921638
"TWN",2005,274.24542571335401502,169063.34680014323700
"TZA",2005,751.11089658965297870,381900.607480077618054
"UGA",2005,2899.40048435901167913,1610043.247842637068296
"UMI",2005,45.7575508832096654,0.0
"USA",2005,10.97109243607313393,3989.387360222957085
"VCT",2005,3.07181862311957504,1710.922939847797485
"VEN",2005,15565.21658443842745168,8535211.426235916826344
"VGB",2005,1.60787727655164958,681.765001121176336
"VIR",2005,0.36561744881727433,117.537979620443478
"VNM",2005,27778.73597780331959057,16364529.616036222950211
"VUT",2005,52.84166512325683530,32804.556640751807594
"ZAF",2005,522.32868883200082751,275305.362095530283416
"ZMB",2005,242.91232141524578443,114568.578464654595884
"ZWE",2005,27.48407887379123485,15467.651026058821426
"ABW",2006,0.07516239089138456,24.575413518195255
"AGO",2006,1400.68888075084949345,723258.415788235280825
"ARG",2006,24100.81244811377352439,9113001.705436435686588
"BDI",2006,5.76207786249213287,3188.83148194940510
"BEN",2006,0.0764804041083442,23.93587377742822
"BES",2006,2.49591197905816013,19.627859272771023
"BGD",2006,677.31534766448011008,381986.290158837666120
"BHS",2006,17.14283582060980864,1019.388377542666529
"BLZ",2006,1897.12887374544308392,906089.566058342694669
"BOL",2006,118804.15367748091070633,63087808.066316979470012
"BRA",2006,1415580.29786524111121117,897702039.806686274239409
"BRN",2006,442.35099291702004395,314885.807412547978320
"BTN",2006,256.30307394337022982,157146.835768680817104
"CAF",2006,5684.24553298380602687,3793755.086976236798416
"CHN",2006,4804.34023199832040569,2713195.506734519816503
"CIV",2006,16767.60592910064021201,7241884.482849137580175
"CMR",2006,14845.90192419757711946,9228326.709129815158423
"COD",2006,146457.10365326293328199,98435201.282933211587156
"COG",2006,11788.06632957851414591,7326840.592306541276040
"COL",2006,56050.96674109305675266,33770956.074421545893192
"CRI",2006,712.83560925592936741,417373.494360662344346
"CUB",2006,467.46983143267045228,213009.9273515913864935
"CYM",2006,2.98091570308051252,1004.388248175094555
"DMA",2006,4.67693955810546919,2834.510986296060614
"DOM",2006,535.06488386347982417,238018.487001221030819
"ECU",2006,6438.10239666079970120,4455128.867351689945540
"ETH",2006,2562.24733766789638771,1540123.167657527346454
"FJI",2006,168.31762538212409483,94969.450885016772692
"GAB",2006,10494.88135672232023208,6467796.802263897160191
"GHA",2006,3653.71551413625753371,1599881.086846038480603
"GIN",2006,235.08685377833345162,121746.109736682633725
"GLP",2006,2.95784273417588989,1682.89968875813239
"GNB",2006,48.84465673658365720,14809.570812683808826
"GNQ",2006,761.37650748298158890,479126.846195852252609
"GTM",2006,18336.68055188651345096,8950535.124838518540071
"GUF",2006,1943.56576389811758577,1541596.930956975781226
"GUY",2006,3744.20158842990259723,2615766.684330532957388
"HND",2006,14165.52696267001299413,7872300.659076125833095
"HTI",2006,21.95558692202908259,11085.415071219237669
"IDN",2006,468382.03588950612327751,428521279.548085055548453
"IND",2006,15125.48558068228930334,8095487.931037561166112
"JAM",2006,456.84368015035781088,249953.720484582122294
"KEN",2006,3339.87226300009344450,1922689.653880895349932
"KHM",2006,43256.09017190610506819,25791769.5188757047743225
"KNA",2006,7.79960949640624815,3906.89711814416122
"LAO",2006,33977.92893868597227832,19365787.951306095604075
"LBR",2006,6005.17714793247834626,2935349.633883899399881
"LCA",2006,1.86822840465277781,1025.119797665011340
"LKA",2006,413.12915873806548183,183235.447254816532877
"MAF",2006,0.65906840504774301,260.29328488622716
"MDG",2006,12821.23145794307612556,6871767.3981099777712576
"MDV",2006,0.45911258166229251,0.0
"MEX",2006,19397.94228039944137430,8512835.2332966169172736
"MMR",2006,23065.64980362276422542,13466447.791023681038651
"MOZ",2006,278.60854356718473062,130313.451353642199177
