Year,Region,Area_Deforested
2003,KNA,5.002769322738714
2003,LAO,20470.798794186176
2003,LBR,4820.83807672932
2003,LCA,1.868305291011827
2003,LKA,991.4236055782272
2003,MAF,2.4166336941417113
2003,MDG,15332.513622038516
2003,MDV,0.688866333125542
2003,MEX,17924.5071548792
2003,MMR,13768.180412805574
2003,MOZ,91.65641669239585
2003,MSR,0.36880606970920105
2003,MTQ,6.702699431200087
2003,MWI,9.662507815512699
2003,NGA,1830.2509588025757
2003,NIC,5123.653703423926
2003,NPL,284.62969253626534
2003,PAN,1574.8595475515335
2003,PHL,4274.6619901957665
2003,PLW,3.356908157481554
2003,PNG,15365.85033484096
2003,PRI,83.34167228755534
2003,RWA,28.975371390988897
2003,SEN,0.22544722504069
2003,SLB,1276.2178592235657
2003,SLE,176.19085482142196
2003,SLV,9.583359457958444
2003,SSD,48.34699545159858
2003,SUR,2243.0514948773257
2003,SXM,0.14648413868489502
2003,TCA,1.7885334690614152
2003,TGO,1.5277485175097651
2003,THA,4246.349856049423
2003,TTO,50.11670488185005
2003,TWN,65.20640405950304
2003,TZA,726.5933949653427
2003,UGA,1521.071506655121
2003,USA,8.930563972677952
2003,VCT,0.5246463214973951
2003,VEN,20775.278399541054
2003,VGB,0.43850035617296
2003,VIR,0.8043484781749131
2003,VNM,9522.161011173885
2003,VUT,329.7950174827341
2003,ZAF,326.88136395899295
2003,ZMB,133.07355664063644
2003,ZWE,8.62014817716146
2004,AGO,2354.9763278525006
2004,ARG,28083.66111524192
2004,AUS,0.45553511205512104
2004,BDI,2.765842286381293
2004,BES,0.07346776039062501
2004,BGD,347.5618804567545
2004,BHS,4.51156650117947
2004,BLZ,2102.7912312896015
2004,BRN,584.7823785518732
2004,BTN,337.17192356522133
2004,CAF,4096.378748752105
2004,CHN,3421.8022096667696
2004,CIV,11228.837033815398
2004,CMR,9049.345235666015
2004,COG,4995.598940569071
2004,CRI,602.6711670130805
2004,CUB,651.6400525284423
2004,CYM,2.108558362779948
2004,DMA,22.12330750501248
2004,DOM,1065.7607897255623
2004,ECU,5436.247175554991
2004,ETH,2729.930303956082
2004,FJI,231.14562265322567
2004,GAB,5698.6509253894
2004,GHA,1582.7965523002467
2004,GIN,552.5957739940308
2004,GLP,8.581697410172525
2004,GNB,75.94738958341146
2004,GNQ,210.82551511441548
2004,GTM,17270.277766830786
2004,GUF,3268.537432448521
2004,GUY,2630.277363025637
2004,HND,7114.626163644944
2004,HTI,52.92761232347119
2004,IND,19166.086476372962
2004,JAM,979.7668086356792
2004,KEN,2973.6921999907668
2004,KNA,4.192778615056424
2004,LAO,17946.90051033895
2004,LBR,1782.4199629317923
2004,LCA,6.9518129932118065
2004,LKA,466.7371875255911
2004,MAF,0.878766460945095
2004,MDG,20283.017785449392
2004,MDV,0.6883365073442921
2004,MEX,18119.27919531098
2004,MMR,23286.005273149272
2004,MOZ,184.78721596536627
2004,MSR,3.466301944199219
2004,MTQ,13.401685193822157
2004,MWI,6.202598598585071
2004,NGA,3055.251187455517
2004,NIC,3182.503924803625
2004,NPL,174.518390042704
2004,PAN,2478.1249851593557
2004,PHL,7078.3658283397335
2004,PLW,7.019062289427356
2004,PNG,25102.87714829861
2004,PRI,58.93001494174696
2004,RWA,6.994109989551799
2004,SEN,0.075111266041124
2004,SLB,2200.657924771844
2004,SLE,234.56253496750656
2004,SLV,77.72682384445748
2004,SSD,80.87638343438668
2004,SUR,2814.208734087928
2004,SXM,0.29294734287109303
2004,TCA,2.2879522955512153
2004,TGO,0.07638703037814601
2004,THA,8034.232678289915
2004,TTO,152.30712593606495
2004,TWN,387.5692608856565
2004,TZA,724.4818356275298
2004,UGA,1587.0989324997302
2004,USA,31.69462981866319
2004,VCT,2.098625523055013
2004,VEN,15923.98275154674
2004,VGB,0.9500518112196181
2004,VIR,6.581190218299702
2004,VNM,21113.335957428808
2004,VUT,110.19350775493923
2004,ZAF,430.2130753339887
2004,ZMB,431.9064273504529
2004,ZWE,20.618574234674483
2005,AGO,3110.3852296169703
2005,ARG,31423.820967873537
2005,AUS,0.607464488599717
2005,BDI,15.441411629089899
2005,BEN,0.22906319317626903
2005,BGD,306.00679136436514
2005,BHS,2.83232223570421
2005,BLZ,3208.3144768390544
2005,BRN,602.9876471609392
2005,BTN,315.95689397594185
2005,CAF,5466.014431469888
2005,CHN,3075.7934641471115
2005,CIV,6007.014656914127
2005,CMR,11078.70254526285
2005,COG,8608.226052762915
2005,CRI,868.434701784501
2005,CUB,1023.735359930414
2005,CYM,2.471580315769314
2005,DMA,13.285845088935003
2005,DOM,4977.017618522621
2005,ECU,6205.423351295453
2005,ETH,2302.292188669079
2005,FJI,153.43655265883788
2005,GAB,10815.801766930332
2005,GHA,3405.597759926631
2005,GIN,270.57807526315327
2005,GLP,6.806240693121202
2005,GNB,76.26342669537001
2005,GNQ,900.4838563652285
2005,GTM,33387.58261004799
2005,GUF,2028.1035814290858
2005,GUY,3578.7814308918846
2005,HND,14157.543863692115
2005,HTI,36.60767439726455
2005,IND,15147.702676449739
2005,JAM,3164.1595727231197
2005,KEN,1703.2902401128667
2005,KNA,4.561392074671224
2005,LAO,21601.357432660843
2005,LBR,2168.3426340047863
2005,LCA,5.531324157882487
2005,LKA,546.6412891121635
2005,MAF,1.09847702773763
2005,MDG,22517.44351831581
2005,MDV,0.30594948389729804
2005,MEX,23057.646449041385
2005,MMR,23420.623147244674
2005,MOZ,278.9954506797433
2005,MSR,9.515804230751955
2005,MTQ,7.371113732677409
2005,MWI,5.791413776497938
2005,NGA,1922.2753491007022
2005,NIC,11309.709089069775
2005,NPL,234.56905637469077
2005,PAN,2336.4696354057087
2005,PHL,6332.623461723212
2005,PLW,15.64008217338569
2005,PNG,16365.19274141339
2005,PRI,54.17298763534722
2005,RWA,14.296231450223937
2005,SEN,0.075116425307074
2005,SLB,3842.55981728837
2005,SLE,166.69141944233752
2005,SLV,31.286397732618816
2005,SSD,46.26448746654447
2005,SUR,1808.2162917806838
2005,SXM,0.43941928602213504
2005,TCA,5.077242212416451
2005,TGO,1.604137988230251
2005,THA,10678.217948113883
2005,TTO,94.22882641943626
2005,TWN,274.245425713354
2005,TZA,751.110896589653
2005,UGA,2899.400484359012
2005,UMI,45.75755088320967
2005,USA,10.971092436073134
2005,VCT,3.071818623119575
2005,VEN,15565.216584438427
2005,VGB,1.607877276551649
2005,VIR,0.36561744881727404
2005,VNM,27778.73597780332
2005,VUT,52.84166512325684
2005,ZAF,522.3286888320008
2005,ZMB,242.91232141524577
2005,ZWE,27.484078873791233
2006,ABW,0.075162390891384
2006,AGO,1400.6888807508494
2006,ARG,24100.812448113775
2006,BDI,5.7620778624921325
2006,BEN,0.076480404108344
2006,BES,2.49591197905816
2006,BGD,677.3153476644801
2006,BHS,17.142835820609807
2006,BLZ,1897.1288737454431
2006,BRN,442.35099291702005
2006,BTN,256.30307394337024
2006,CAF,5684.245532983806
2006,CHN,4804.340231998321
2006,CIV,16767.60592910064
2006,CMR,14845.901924197577
2006,COG,11788.066329578514
2006,CRI,712.8356092559294
2006,CUB,467.46983143267045
2006,CYM,2.980915703080512
2006,DMA,4.676939558105469
2006,DOM,535.0648838634798
2006,ECU,6438.1023966608
2006,ETH,2562.2473376678963
2006,FJI,168.3176253821241
2006,GAB,10494.88135672232
2006,GHA,3653.7155141362578
2006,GIN,235.08685377833345
2006,GLP,2.9578427341758893
2006,GNB,48.84465673658366
2006,GNQ,761.3765074829815
2006,GTM,18336.680551886515
2006,GUF,1943.5657638981177
2006,GUY,3744.2015884299026
2006,HND,14165.526962670014
2006,HTI,21.95558692202908
2006,IND,15125.485580682289
2006,JAM,456.8436801503578
2006,KEN,3339.8722630000934
2006,KNA,7.799609496406248
2006,LAO,33977.928938685975
2006,LBR,6005.177147932478
2006,LCA,1.868228404652777
2006,LKA,413.1291587380655
2006,MAF,0.659068405047743
2006,MDG,12821.231457943077
2006,MDV,0.459112581662292
2006,MEX,19397.942280399442
2006,MMR,23065.649803622764
2006,MOZ,278.6085435671847
2006,MSR,3.614165241115451
2006,MTQ,3.49944919261773
2006,MWI,16.470699785709098
2006,NGA,3457.781049069303
2006,NIC,8819.84287041206
2006,NPL,249.64680414142688
2006,PAN,4570.559683696202
2006,PHL,7143.548762221481
2006,PLW,17.014345268523222
2006,PNG,24784.754292202277
2006,PRI,81.81190586811415
2006,PRY,27948.993615768435
2006,RWA,39.35351762318975
2006,SEN,0.15036735818576302
2006,SGP,0.230731555724826
2006,SLB,2495.6959857450047
2006,SLE,786.6599125795884
2006,SLV,47.857449597119135
2006,SSD,46.724949006921385
2006,SUR,1892.5573546309145
2006,SXM,0.07324318673177001
2006,TCA,1.072545160950521
2006,TGO,0.22916934126871702
2006,THA,9554.232427592604
2006,TTO,120.98312647874404
2006,TWN,308.5658284310048
2006,TZA,738.6781481335761
2006,UGA,2891.1469084157293
2006,USA,20.0389428215842
2006,VCT,0.07494451470865801
2006,VEN,14243.907699175927
2006,VGB,1.169384035978732
2006,VIR,1.608698853429904
2006,VNM,20138.141915661294
2006,VUT,68.08932524685872
2006,ZAF,438.8590684357975
2006,ZMB,277.0529285823397
2006,ZWE,25.50500984544271
2007,AGO,8060.488454939383
2007,ARG,18688.025395785877
2007,AUS,14.199146977620982
2007,BDI,13.98292881690701
2007,BEN,0.076294987884928
2007,BES,0.220343461940104
2007,BGD,369.72685404533905
2007,BHS,8.515431405923394
2007,BLZ,4123.102948033829
2007,BRN,639.4739469654362
2007,BTN,186.08819136722875
2007,CAF,8400.455843955664
2007,CHN,7513.896323678914
2007,CIV,17323.110631212574
2007,CMR,18347.248695412844
2007,COG,13688.894097632085
2007,CRI,845.4449792871382
2007,CUB,464.6812145063458
2007,CYM,1.814092701873915
2007,DMA,7.719363379707576
2007,DOM,955.9656779764351
2007,ECU,6994.8139035546155
2007,ETH,5518.410296116089
2007,FJI,127.30592072899637
2007,GAB,10584.421829169823
2007,GHA,3015.5455990325913
2007,GIN,1035.1246626935458
2007,GLP,4.659584292430013
2007,GNB,65.21651447655816
2007,GNQ,1526.78239801407
2007,GUF,2421.408538808457
2007,GUY,3346.287301952447
2007,HND,12660.1349008146
2007,HTI,38.52364231546114
2007,IND,17208.14903480058
2007,JAM,227.41643748309681
2007,KEN,3439.5172156019585
2007,KNA,2.795968260278862
2007,LBR,7639.828091921482
2007,LCA,4.558703426768663
2007,LKA,675.0928182192645
2007,MAF,1.098461664424913
2007,MDV,1.299456807241753
2007,MEX,28986.784397789874
2007,MMR,31292.348106352867
2007,MOZ,180.35988725484106
2007,MSR,0.14752179989257802
2007,MTQ,9.832688167167428
2007,MWI,9.758272383528643
2007,NGA,2752.7512243938872
2007,NPL,268.04383745187613
2007,PAN,3111.349229786919
2007,PHL,8752.957277991909
2007,PLW,33.26549572097222
2007,PNG,25053.1999171038
2007,PRI,41.751339251687284
2007,RWA,8.762524293435263
2007,SEN,0.45081358102105
2007,SGP,0.15382124152669202
2007,SLB,3015.804916896107
2007,SLE,476.48327283430814
2007,SLV,47.999011069775385
2007,SSD,102.28667128090255
2007,SUR,2157.9873441352765
2007,SXM,0.14647367143880202
2007,TCA,16.306031492727854
2007,TGO,5.347389241743436
2007,THA,11325.106200463963
2007,TTO,134.1614461361784
2007,TWN,192.23043324621855
2007,TZA,917.2637344862155
2007,UGA,4043.7662669181555
2007,USA,37.828376786855515
2007,VCT,1.348707830924479
2007,VEN,26115.73127561349
2007,VGB,2.777131634331597
2007,VIR,1.02369797351454
2007,VNM,22282.426657504446
2007,VUT,27.418029481510956
2007,ZAF,414.63656131048083
2007,ZMB,538.2014284201961
2007,ZWE,16.30573349944661
2008,AGO,2699.3688541380807
2008,AUS,0.303690431432291
2008,BDI,18.132163153713375
2008,BGD,240.64816291355356
2008,BHS,4.100843016983507
2008,BLZ,3609.2649544223955
2008,BRN,760.9255317982379
2008,BTN,319.1116193988129
2008,CAF,5292.726678746316
2008,CHN,4076.472446030362
2008,CIV,12553.22177658132
2008,CMR,15038.142963579123
2008,COG,5892.723244475704
2008,CRI,1311.374579213533
2008,CUB,1204.7434296547658
2008,CYM,1.3062376032280811
2008,DMA,21.82945624305881
2008,DOM,1557.8275700651175
2008,ECU,8953.465840006696
2008,ETH,3590.3401264087393
2008,FJI,121.584061854426
2008,GAB,9314.200802579131
2008,GHA,2669.654046266537
2008,GIN,540.707273569038
2008,GLP,4.883740121487087
2008,GNB,68.76605022071614
2008,GNQ,2312.994089256
2008,GTM,29727.872712222368
2008,GUF,3723.9479481838393
2008,GUY,6377.269888577552
2008,HND,14679.889393576585
2008,HTI,41.962193281195724
2008,IND,20701.87683662356
2008,JAM,278.6430017791146
2008,KEN,1886.8817339259313
2008,KNA,9.198259010961369
2008,LAO,24927.011794147278
2008,LBR,5891.447339318434
2008,LCA,3.8866510017610683
2008,LKA,498.3822394574385
2008,MAF,0.146465735725911
2008,MDG,23616.28269655274
2008,MDV,1.452822958950873
2008,MEX,29567.83940420207
2008,MMR,24123.526994935346
2008,MOZ,327.1270111588748
2008,MSR,2.581780953840061
2008,MTQ,18.465012306536458
2008,MWI,4.485004475229492
2008,NGA,4089.5213378309177
2008,NIC,8021.26159241346
2008,NPL,171.2250861107932
2008,PAN,6855.0815994706245
2008,PHL,5656.0212016009
2008,PLW,30.06098386466418
2008,PNG,33901.370657536456
2008,PRI,68.06000967720921
2008,RWA,26.670060408216482
2008,SEN,0.9762720094460721
2008,SLB,4826.2746721183485
2008,SLE,462.9600819968835
2008,SLV,30.022784618327908
2008,SSD,47.340229282620996
2008,SUR,4430.929549738324
2008,SXM,0.585916126499565
2008,TCA,15.44554256492839
2008,TGO,0.076390762353786
2008,THA,7816.148136843855
2008,TTO,139.3101004450966
2008,TWN,252.58208282598522
2008,TZA,1056.1762560173884
2008,UGA,4296.788808199504
2008,USA,32.884918461495225
2008,VCT,1.049214852796766
2008,VEN,19858.520261046826
2008,VGB,2.046276302204861
2008,VNM,34398.469556825155
2008,VUT,48.10811198065593
2008,ZAF,541.4491716901583
2008,ZMB,305.05491495470164
2008,ZWE,8.167653500789932
2009,ABW,0.300650893592664
2009,AGO,5342.827567924593
2009,ARG,20818.563695646568
2009,AUS,0.6012611192968751
2009,BDI,13.216320966248102
2009,BEN,0.30552155737033404
2009,BES,0.44044852304470405
2009,BGD,557.8428413776556
2009,BHS,6.7913734646690544
2009,BLZ,4405.139055175391
2009,BRN,1242.370443622982
2009,BTN,453.56262823929796
2009,CAF,8869.15053878774
2009,CHN,7281.37445841192
2009,CIV,14682.635585649989
2009,CMR,19722.316627994376
2009,COG,7705.368720877783
2009,CRI,1998.434043419376
2009,CUB,758.8441527253299
2009,CYM,1.308312998018663
2009,DMA,16.77821629320855
2009,DOM,788.9452908815747
2009,ECU,8111.7268033116925
2009,ETH,3993.0146982240753
2009,FJI,102.04429602616098
2009,GAB,11765.792135324382
2009,GHA,3538.077273709721
2009,GIN,378.7687463062957
2009,GLP,5.549746047784831
2009,GNB,138.3583696414003
2009,GNQ,3136.88143608638
2009,GUF,2088.602533629256
2009,GUY,4928.765494922799
2009,HND,22179.62503272125
2009,HTI,24.370328835532774
2009,IND,17112.14613006319
2009,JAM,620.000229288127
2009,KEN,1596.4539561011036
2009,KNA,6.18057387234809
2009,LBR,13356.145586121631
2009,LCA,6.951219167937284
2009,LKA,508.75251463819063
2009,MAF,0.073240342143012
2009,MDG,34018.95376395231
2009,MDV,1.299742584559326
2009,MOZ,443.64230804806704
2009,MSR,2.5815360897580293
2009,MTQ,16.8253493170714
2009,MWI,12.986769874052735
2009,NGA,3923.7909185918174
2009,NIC,16023.126682622185
2009,NPL,476.7522103617535
2009,PAN,5559.404541042376
2009,PHL,6946.2979475521
2009,PLW,13.275722837294651
2009,PNG,23179.99519477645
2009,PRI,58.129126262575966
2009,RWA,12.912869212388241
2009,SEN,0.15025922803331102
2009,SLB,3126.331145502454
2009,SLE,960.9329727613848
2009,SLV,50.61697070270616
2009,SSD,23.46256815520196
2009,SUR,4226.633068035126
2009,SXM,1.09858643226454
2009,TCA,50.719938755243156
2009,TGO,0.7640839195933701
2009,THA,13198.276798372915
2009,TTO,119.14128438329482
2009,TWN,3094.5472937452882
2009,TZA,937.5340642185737
2009,UGA,2385.5679891604914
2009,USA,39.731402094280604
2009,VCT,2.9221062532063797
2009,VEN,23435.49906226818
2009,VGB,2.850039339371745
2009,VIR,1.023698787529297
2009,VUT,824.8324665476018
2009,ZAF,446.5557892971691
2009,ZMB,1298.6909272736757
2009,ZWE,18.795805512915585
2010,AGO,5225.620728690815
2010,ARG,31311.263674679543
2010,AUS,1.968209818658854
2010,BDI,13.138155393853353
2010,BEN,0.305730463143988
2010,BES,0.146818425756293
2010,BGD,235.07263488060107
2010,BHS,5.357773240824653
2010,BLZ,4768.834356114826
2010,BRN,524.4044872019529
2010,BTN,818.9743300251367
2010,CAF,11148.234546000836
2010,CHN,5128.026858720745
2010,CIV,17374.24408184347
2010,CMR,26814.74995169752
2010,COG,20597.889696963317
2010,CRI,1106.5217342327485
2010,CUB,125.95033267615452
2010,CYM,7.2574933893934475
2010,DMA,21.23425723388238
2010,DOM,678.2613826094782
2010,ECU,8490.719114142885
2010,ETH,3455.0078704632706
2010,FJI,187.05925734250542
2010,GAB,6237.464681077724
2010,GHA,1647.702458554477
2010,GIN,332.7784042337453
2010,GLP,11.390545316928169
2010,GNB,138.665285226372
2010,GNQ,3211.691076747391
2010,GTM,22749.932737037776
2010,GUF,2428.221192360981
2010,GUY,6655.69078909658
2010,HND,21407.262934424176
2010,HTI,12.643238484507378
2010,IND,11360.528195710207
2010,JAM,438.02797652690214
2010,KEN,6749.350292989326
2010,KNA,6.327269166531033
2010,LBR,4633.325966015947
2010,LCA,8.669998760548504
2010,LKA,354.3575341835286
2010,MAF,0.36615432688585003
2010,MDG,23825.27192837766
2010,MDV,0.840920513509385
2010,MEX,27932.92526409765
2010,MOZ,658.3593199479853
2010,MSR,21.24043437103408
2010,MTQ,6.402938696092665
2010,MWI,5.283475164350044
2010,NGA,6780.938992091909
2010,NIC,30517.890946748248
2010,NPL,141.5226173716862
2010,PAN,2964.876938700676
2010,PHL,8879.949539530717
2010,PLW,10.833775879205458
2010,PNG,32759.562217103907
2010,PRI,27.78228628803386
2010,RWA,24.05777408027398
2010,SEN,0.075082110040147
2010,SLB,3224.700076235243
2010,SLE,300.932827469732
2010,SLV,63.65454742445583
2010,SSD,78.35151635706065
2010,SUR,4796.667736949446
2010,SXM,0.07323983406684001
2010,TCA,6.721901171704644
2010,TGO,0.305554211787651
2010,THA,12206.426368985443
2010,TTO,357.6226297417345
2010,TWN,580.9963777337426
2010,TZA,1086.4163449821276
2010,UGA,4756.931298159518
2010,USA,29.09822851487741
2010,VCT,3.746567799879557
2010,VEN,25809.24786530735
2010,VGB,1.9732732722092012
2010,VIR,0.29247350080837603
2010,VUT,128.99480955241367
2010,ZAF,272.6034059629894
2010,ZMB,2850.43786384245
2010,ZWE,3.940846911258681
2011,AGO,4258.5138323323245
2011,ARG,17365.539718516284
2011,AUS,0.07592984398871501
2011,BDI,7.067871733060166
2011,BEN,0.152595414647894
2011,BES,5.138404810529513
2011,BGD,262.87467055366113
2011,BHS,2.408389020027126
2011,BLZ,16295.055745032822
2011,BRN,1661.8864836931784
2011,BTN,379.32954615571725
2011,CAF,9501.128934674383
2011,CHN,5029.49719834615
2011,CIV,29740.366333396094
2011,CMR,13505.50769913354
2011,COG,13755.26369641993
2011,CRI,997.9778701728603
2011,CUB,310.85035339759423
2011,CYM,2.908175950301649
2011,DMA,13.363152244399414
2011,DOM,581.7748440899912
2011,ECU,11175.112013847842
2011,ETH,2652.224706999459
2011,FJI,54.52955820501303
2011,GAB,8688.798239196298
2011,GHA,2771.8516212024397
2011,GIN,399.7320461601981
2011,GLP,3.476532788860677
2011,GNB,148.73275636371156
2011,GNQ,3709.5413857480235
2011,GTM,17212.50469606259
2011,GUF,2153.0410202571306
2011,GUY,5831.291094739914
2011,HND,20322.91041171352
2011,HTI,28.42314050452475
2011,IND,16286.667041154262
2011,JAM,321.23693721327163
2011,KEN,1410.4798676139474
2011,KNA,3.089947232923177
2011,LBR,5797.435246645077
2011,LCA,17.339484669722765
2011,LKA,491.15505634430866
2011,MAF,5.638927656368271
2011,MDV,3.286527988169759
2011,MEX,29571.00765684967
2011,MMR,25247.7680060303
2011,MOZ,126.44090844351076
2011,MSR,1.5490404627875431
2011,MTQ,11.242924879603951
2011,MWI,2.57402153406467
2011,NGA,7402.627897780757
2011,NIC,14501.14058569375
2011,NPL,104.30017798721572
2011,PAN,4757.308112327723
2011,PHL,4919.429723148862
2011,PLW,14.190267213867733
2011,PNG,26449.837491558832
2011,PRI,37.80605680685765
2011,RWA,7.148593298615655
2011,SEN,0.9016022258241101
2011,SLB,3094.5468152186927
2011,SLE,601.3597096564743
2011,SLV,71.30081186971029
2011,SSD,147.4791725034036
2011,SUR,4125.440947392907
2011,SXM,1.17182209609375
2011,TCA,0.7151811155034721
2011,TGO,0.6111213490581591
2011,THA,8567.149116112047
2011,TTO,65.67486192926867
2011,TWN,240.40266142530396
2011,TZA,802.6883384532047
2011,UGA,7940.1503478616
2011,USA,42.65465060658638
2011,VCT,3.596781195635308
2011,VEN,15590.434410152124
2011,VGB,6.211959699585505
2011,VIR,0.804280254078776
2011,VUT,367.0863980332788
2011,ZAF,349.07758584307726
